team_code,team_country,team_founded,id,logo_url,name,team_national,venue_address,venue_capacity,venue_city,venue_id,venue_image,venue_name,venue_surface
,Scotland,,7431,https://media.api-sports.io/football/teams/7431.png,Bonnyrigg Rose Athletic,False,Dundas Street,3000,Bonnyrigg,5412,https://media.api-sports.io/football/venues/5412.png,New Dundas Park,grass
,Scotland,1889,7432,https://media.api-sports.io/football/teams/7432.png,Buckie Thistle,False,Midmar Street,5000,Buckie,5413,https://media.api-sports.io/football/venues/5413.png,Victoria Park,grass
,Scotland,,7433,https://media.api-sports.io/football/teams/7433.png,Caledonian Braves,False,"Hamilton Road, Strathclyde Country Park",1000,Motherwell,11093,https://media.api-sports.io/football/venues/11093.png,Alliance Park,artificial turf
,Scotland,,7434,https://media.api-sports.io/football/teams/7434.png,Civil Service Strollers,False,"25 Marine Drive, Muirhouse",1500,Edinburgh,5415,https://media.api-sports.io/football/venues/5415.png,Civil Service Sports Ground,grass
,Scotland,1886,7435,https://media.api-sports.io/football/teams/7435.png,Clachnacuddin,False,Wyvis Place,3000,Inverness,5416,https://media.api-sports.io/football/venues/5416.png,Grant Street Park,grass
,Scotland,,7436,https://media.api-sports.io/football/teams/7436.png,Cumbernauld Colts,False,Ardgoil Drive,8029,Cumbernauld,4942,https://media.api-sports.io/football/venues/4942.png,Broadwood Stadium,artificial turf
,Scotland,1905,7437,https://media.api-sports.io/football/teams/7437.png,Dalbeattie Star,False,Barrhill Road,3500,Dalbeattie,5417,https://media.api-sports.io/football/venues/5417.png,Islecroft Stadium,grass
,Scotland,1938,7438,https://media.api-sports.io/football/teams/7438.png,Deveronvale,False,Bridge Street,2651,Banff,5418,https://media.api-sports.io/football/venues/5418.png,Princess Royal Park,grass
EAS,Scotland,1881,7439,https://media.api-sports.io/football/teams/7439.png,East Stirlingshire,False,Westfield,9008,Falkirk,1390,https://media.api-sports.io/football/venues/1390.png,Falkirk Community Stadium,artificial turf
,Scotland,1878,7440,https://media.api-sports.io/football/teams/7440.png,Edinburgh University,False,Peffermill Road,1000,Edinburgh,5419,https://media.api-sports.io/football/venues/5419.png,East Peffermill,grass
,Scotland,1884,7441,https://media.api-sports.io/football/teams/7441.png,Forres Mechanics,False,Lea Road,4500,Forres,5420,https://media.api-sports.io/football/venues/5420.png,Mosset Park,grass
,Scotland,1984,7442,https://media.api-sports.io/football/teams/7442.png,Fort William,False,Claggan Road,4000,Fort William,5421,https://media.api-sports.io/football/venues/5421.png,Claggan Park,grass
,Scotland,1908,7443,https://media.api-sports.io/football/teams/7443.png,Gala Fairydean Rovers,False,"Nether Road, Netherdale",4000,Galashiels,5422,https://media.api-sports.io/football/venues/5422.png,Netherdale Football Ground,grass
,Scotland,2008,7444,https://media.api-sports.io/football/teams/7444.png,Gretna 2008,False,Dominion Road,3000,Gretna,5423,https://media.api-sports.io/football/venues/5423.png,Raydale Park,grass
,Scotland,1903,7445,https://media.api-sports.io/football/teams/7445.png,Inverurie Loco Works,False,Harlaw Drive,2500,Inverurie,5424,https://media.api-sports.io/football/venues/5424.png,Harlaw Park,grass
,Scotland,1919,7446,https://media.api-sports.io/football/teams/7446.png,Keith,False,Balloch Road,4450,Keith,5425,https://media.api-sports.io/football/venues/5425.png,Kynoch Park,grass
,Scotland,1945,7447,https://media.api-sports.io/football/teams/7447.png,Lossiemouth,False,Kellas Avenue,3250,Lossiemouth,5426,https://media.api-sports.io/football/venues/5426.png,Grant Park,grass
,Scotland,1914,7448,https://media.api-sports.io/football/teams/7448.png,Nairn County,False,Balblair Road,2250,Nairn,5427,https://media.api-sports.io/football/venues/5427.png,Station Park,grass
,Scotland,1938,7449,https://media.api-sports.io/football/teams/7449.png,Rothes,False,Station Street,2700,Rothes,5428,https://media.api-sports.io/football/venues/5428.png,MacKessack Park,grass
,Scotland,,7450,https://media.api-sports.io/football/teams/7450.png,Stirling University,False,Springkerse,3808,Stirling,3520,https://media.api-sports.io/football/venues/3520.png,Forthbank Stadium,grass
,Scotland,1993,7451,https://media.api-sports.io/football/teams/7451.png,Strathspey Thistle,False,Golfcourse Road,1600,Grantown-on-Spey,5429,https://media.api-sports.io/football/venues/5429.png,Seafield Park,grass
,Scotland,1954,7452,https://media.api-sports.io/football/teams/7452.png,Turriff United,False,The Haughs,2135,Turriff,5430,https://media.api-sports.io/football/venues/5430.png,The Haughs,grass
,Scotland,1891,7453,https://media.api-sports.io/football/teams/7453.png,Vale of Leithen,False,Hall Street,1500,Innerleithen,5431,https://media.api-sports.io/football/venues/5431.png,Victoria Park,grass
,Scotland,1893,7454,https://media.api-sports.io/football/teams/7454.png,Wick Academy,False,South Road,2000,Wick,5432,https://media.api-sports.io/football/venues/5432.png,Harmsworth Park,grass
,Scotland,1928,7521,https://media.api-sports.io/football/teams/7521.png,Huntly,False,East Park Street,1800,Huntly,5458,https://media.api-sports.io/football/venues/5458.png,Christie Park,grass
,Scotland,,7925,https://media.api-sports.io/football/teams/7925.png,Rangers U19,False,,,,,,,
,Scotland,,7953,https://media.api-sports.io/football/teams/7953.png,Hamilton Academical U19,False,,,,,,,
CEL,Scotland,,7977,https://media.api-sports.io/football/teams/7977.png,Celtic U19,False,,,,,,,
SCO,Scotland,1873,8221,https://media.api-sports.io/football/teams/8221.png,Scotland U21,True,Letherby Drive,52500,Glasgow,2617,https://media.api-sports.io/football/venues/2617.png,Hampden Park,grass
,Scotland,,10146,https://media.api-sports.io/football/teams/10146.png,Connah's Quay,False,,,,,,,
,Scotland,1873,10345,https://media.api-sports.io/football/teams/10345.png,Scotland U19,True,Letherby Drive,52500,Glasgow,2617,https://media.api-sports.io/football/venues/2617.png,Hampden Park,grass
,Scotland,1998,10892,https://media.api-sports.io/football/teams/10892.png,Glasgow City W,False,,,,,,,
,Scotland,,10917,https://media.api-sports.io/football/teams/10917.png,Hibernian W,False,,,,,,,
,Scotland,1945,15597,https://media.api-sports.io/football/teams/15597.png,Bo'ness United,False,Jamieson Avenue,2500,Bo&apos;ness,11094,https://media.api-sports.io/football/venues/11094.png,Newtown Park,artificial turf
,Scotland,1888,15598,https://media.api-sports.io/football/teams/15598.png,Dunipace,False,Westfield Place,2500,Denny,21023,https://media.api-sports.io/football/venues/21023.png,Westfield Park,grass
,Scotland,1939,15599,https://media.api-sports.io/football/teams/15599.png,Haddington Athletic,False,Tynebank Road,1500,Haddington,18951,https://media.api-sports.io/football/venues/18951.png,Millfield Park,grass
,Scotland,1934,15600,https://media.api-sports.io/football/teams/15600.png,Musselburgh Athletic,False,33 Campie Gardens,2500,Musselburgh,20436,https://media.api-sports.io/football/venues/20436.png,Olivebank Arena,grass
,Scotland,1890,15601,https://media.api-sports.io/football/teams/15601.png,Newtongrange Star,False,14 Dalhousie Road,1500,Newtongrange,11096,https://media.api-sports.io/football/venues/11096.png,New Victoria Park,grass
,Scotland,1911,15602,https://media.api-sports.io/football/teams/15602.png,Tranent Juniors,False,Lindores Drive,2000,Tranent,11097,https://media.api-sports.io/football/venues/11097.png,Foresters Park,grass
,Scotland,2007,16843,https://media.api-sports.io/football/teams/16843.png,Celtic W,False,,,,,,,
,Scotland,,16845,https://media.api-sports.io/football/teams/16845.png,Celtic II,False,Craigneuk Avenue,10171,Airdrie,19749,https://media.api-sports.io/football/venues/19749.png,Excelsior Stadium,artificial turf
,Scotland,,16846,https://media.api-sports.io/football/teams/16846.png,Rangers II,False,,,,,,,
,Scotland,,16851,https://media.api-sports.io/football/teams/16851.png,Dundee II,False,,,,,,,
,Scotland,,16852,https://media.api-sports.io/football/teams/16852.png,Dundee United II,False,,,,,,,
,Scotland,2003,17024,https://media.api-sports.io/football/teams/17024.png,Clydebank,False,,3500,Clydebank,19973,https://media.api-sports.io/football/venues/19973.png,Holm Park,grass
,Scotland,,17025,https://media.api-sports.io/football/teams/17025.png,Clydebank,False,,,,,,,
,Scotland,1912,17768,https://media.api-sports.io/football/teams/17768.png,Cumnock Juniors,False,Townhead Street,3000,Cumnock,18952,https://media.api-sports.io/football/venues/18952.png,Townhead Park,artificial turf
,Scotland,,17769,https://media.api-sports.io/football/teams/17769.png,Dalkeith Thistle,False,,,,,,,
,Scotland,1889,17770,https://media.api-sports.io/football/teams/17770.png,Darvel,False,Causeway Road,3460,Darvel,18656,https://media.api-sports.io/football/venues/18656.png,Recreation Park Darvel,grass
,Scotland,,17771,https://media.api-sports.io/football/teams/17771.png,Dunbar United,False,"Healthy Living Centre, Countess Road",2500,"Dunbar, East Lothian",18657,https://media.api-sports.io/football/venues/18657.png,New Countess Park,grass
,Scotland,,17772,https://media.api-sports.io/football/teams/17772.png,Irvine Meadow,False,Wilson Avenue,2500,Irvine,18658,https://media.api-sports.io/football/venues/18658.png,Meadow Park,grass
,Scotland,1960,17773,https://media.api-sports.io/football/teams/17773.png,Sauchie Juniors,False,,5000,Sauchie,18953,https://media.api-sports.io/football/venues/18953.png,Beechwood Park,grass
,Scotland,,17976,https://media.api-sports.io/football/teams/17976.png,Scotland U17,False,,,,,,,
,Scotland,,19158,https://media.api-sports.io/football/teams/19158.png,Kilmarnock II,False,,,,,,,
,Scotland,,19237,https://media.api-sports.io/football/teams/19237.png,Hermes,False,"Denmore Road, Hermes, Bridge of Don",2500,Aberdeen,18723,https://media.api-sports.io/football/venues/18723.png,Uniconn Park,grass
,Scotland,1885,19788,https://media.api-sports.io/football/teams/19788.png,Benburb,False,Craigton Road,1000,Glasgow,20044,https://media.api-sports.io/football/venues/20044.png,New Tinto Park,artificial turf
,Scotland,,19789,https://media.api-sports.io/football/teams/19789.png,Bonnyton Thistle,False,"Harriet Road, Townholm",1000,Kilmarnock,21024,https://media.api-sports.io/football/venues/21024.png,Synergy Arena,artificial turf
,Scotland,,19790,https://media.api-sports.io/football/teams/19790.png,Carnoustie Panmure,False,,1000,Carnoustie,20045,https://media.api-sports.io/football/venues/20045.png,Laing Park,grass
,Scotland,,19791,https://media.api-sports.io/football/teams/19791.png,Drumchapel United,False,,,,,,,
,Scotland,,19792,https://media.api-sports.io/football/teams/19792.png,Invergordon,False,,1000,Invergordon,21025,https://media.api-sports.io/football/venues/21025.png,Invergordon Recreation Grounds,grass
,Scotland,,19793,https://media.api-sports.io/football/teams/19793.png,Kilwinning Rangers,False,Pennyburn Road,1000,Kilwinning,19752,https://media.api-sports.io/football/venues/19752.png,Kilwinning Sports Club,grass
,Scotland,,19794,https://media.api-sports.io/football/teams/19794.png,Pollok,False,Newlandsfield  Road,4000,Glasgow,18954,https://media.api-sports.io/football/venues/18954.png,Newlandsfield Park,grass
,Scotland,,19795,https://media.api-sports.io/football/teams/19795.png,Rutherglen Glencairn,False,"69 Toryglen Rd, Rutherglen",1000,Glasgow,21026,https://media.api-sports.io/football/venues/21026.png,Hamish B. Allan Stadium,grass
,Scotland,1920,19796,https://media.api-sports.io/football/teams/19796.png,St Andrews United,False,84 Langlands Road,2000,St Andrews,21027,https://media.api-sports.io/football/venues/21027.png,The Clayton Caravan Park Recreation Ground,grass
,Scotland,,19797,https://media.api-sports.io/football/teams/19797.png,Syngenta,False,,,,,,,
,Scotland,,19798,https://media.api-sports.io/football/teams/19798.png,Tayport,False,Burnside/canniepairt,1500,Tayport,20046,https://media.api-sports.io/football/venues/20046.png,The Canniepairt,grass
,Scotland,,19799,https://media.api-sports.io/football/teams/19799.png,Tower Hearts,False,,,,,,,
,Scotland,1873,20374,https://media.api-sports.io/football/teams/20374.png,Rangers W,False,,,,,,,
,Scotland,2001,21388,https://media.api-sports.io/football/teams/21388.png,Nithsdale Wanderers,False,Blackaddie Road,1000,Sanquhar,19720,https://media.api-sports.io/football/venues/19720.png,Lorimer Park,grass
,Scotland,1989,21451,https://media.api-sports.io/football/teams/21451.png,Dyce Juniors,False,,1000,Aberdeen,19765,https://media.api-sports.io/football/venues/19765.png,Ian Mair Park,grass
,Scotland,1996,21452,https://media.api-sports.io/football/teams/21452.png,Inverkeithing Hillfield,False,Harbour Drive,1000,Dalgety Bay,19766,https://media.api-sports.io/football/venues/19766.png,Dalgety Sports Centre,grass
,Scotland,,21501,https://media.api-sports.io/football/teams/21501.png,Hurlford United,False,Blair Crescent,1500,Hurlford,19783,https://media.api-sports.io/football/venues/19783.png,Blair Park,grass
,Scotland,,21531,https://media.api-sports.io/football/teams/21531.png,Bo'ness Athletic,False,,,,,,,
,Scotland,,21900,https://media.api-sports.io/football/teams/21900.png,Beith,False,Meadowside,1800,Beith,20047,https://media.api-sports.io/football/venues/20047.png,Bellsdale Park,
,Scotland,,22019,https://media.api-sports.io/football/teams/22019.png,Abbey Vale,False,,,,,,,
,Scotland,,22020,https://media.api-sports.io/football/teams/22020.png,Carluke Rovers,False,,,,,,,
,Scotland,1905,22021,https://media.api-sports.io/football/teams/22021.png,Creetown,False,Park Cres,1000,Creetown,21028,https://media.api-sports.io/football/venues/21028.png,Castlecary Park,grass
,Scotland,,22022,https://media.api-sports.io/football/teams/22022.png,Culter,False,Malcolm Road,1500,Peterculter,20048,https://media.api-sports.io/football/venues/20048.png,Crombie Park,grass
,Scotland,,22023,https://media.api-sports.io/football/teams/22023.png,Cupar Hearts,False,,,,,,,
,Scotland,,22024,https://media.api-sports.io/football/teams/22024.png,Glenafton Athletic,False,"7 Loch View, New Cumnock",3400,Cumnock,20049,https://media.api-sports.io/football/venues/20049.png,Loch Park,grass
,Scotland,,22025,https://media.api-sports.io/football/teams/22025.png,Loch Ness,False,,,,,,,
,Scotland,,22026,https://media.api-sports.io/football/teams/22026.png,Luncarty,False,,,,,,,
,Scotland,,22559,https://media.api-sports.io/football/teams/22559.png,Scotland U16,False,,,,,,,
,Scotland,,23291,https://media.api-sports.io/football/teams/23291.png,Boroughmuir Thistle W,False,,,,,,,
,Scotland,,23292,https://media.api-sports.io/football/teams/23292.png,Dundee United W,False,,,,,,,
,Scotland,,23293,https://media.api-sports.io/football/teams/23293.png,Gartcairn,False,,,,,,,
,Scotland,,23294,https://media.api-sports.io/football/teams/23294.png,Glasgow Women,False,,,,,,,
,Scotland,,23295,https://media.api-sports.io/football/teams/23295.png,Hearts W,False,,,,,,,
,Scotland,,23296,https://media.api-sports.io/football/teams/23296.png,Partick Thistle W,False,,,,,,,
,Scotland,,23297,https://media.api-sports.io/football/teams/23297.png,St. Johnstone W,False,,,,,,,
,Scotland,,23298,https://media.api-sports.io/football/teams/23298.png,Aberdeen W,False,,,,,,,
,Scotland,1869,23299,https://media.api-sports.io/football/teams/23299.png,Kilmarnock W,False,,,,,,,
,Scotland,,23300,https://media.api-sports.io/football/teams/23300.png,Livingston W,False,,,,,,,
,Scotland,,23301,https://media.api-sports.io/football/teams/23301.png,Montrose W,False,,,,,,,
,Scotland,,23302,https://media.api-sports.io/football/teams/23302.png,Motherwell W,False,,,,,,,
,Scotland,,23303,https://media.api-sports.io/football/teams/23303.png,Queen's Park W,False,,,,,,,
,Scotland,,23304,https://media.api-sports.io/football/teams/23304.png,Spartans W,False,,,,,,,
,Scotland,,23305,https://media.api-sports.io/football/teams/23305.png,Stirling University W,False,,,,,,,
,Scotland,,23327,https://media.api-sports.io/football/teams/23327.png,Airdrie Ladies,False,,,,,,,
,Scotland,,23328,https://media.api-sports.io/football/teams/23328.png,Armadale Thistle,False,,,,,,,
,Scotland,,23329,https://media.api-sports.io/football/teams/23329.png,Ayr United,False,,,,,,,
,Scotland,,23330,https://media.api-sports.io/football/teams/23330.png,Bonnyrigg Rose,False,,,,,,,
,Scotland,,23331,https://media.api-sports.io/football/teams/23331.png,Dryburgh Athletic,False,,,,,,,
,Scotland,,23332,https://media.api-sports.io/football/teams/23332.png,Dyce,False,,,,,,,
,Scotland,,23333,https://media.api-sports.io/football/teams/23333.png,Edinburgh Caledonia,False,,,,,,,
